Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Number of seedlings,Data qualifier,Nombre de semis,Qualificatifs de données
2015,2015,NU,Nunavut,Nunavut,Pine,Pin,Federal land,Terres fédérales,,u,,u
2015,2015,NU,Nunavut,Nunavut,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2015,2015,NU,Nunavut,Nunavut,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2015,2015,NU,Nunavut,Nunavut,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2015,2015,NU,Nunavut,Nunavut,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2015,2015,NU,Nunavut,Nunavut,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2015,2015,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,1200,a,1200,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privées,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Provincial land,Terres provinciales,7356504,a,7356504,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Private land,Terres privées,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,8400,a,8400,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privées,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,172727,a,172727,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Provincial land,Terres provinciales,10428,e,10428,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Private land,Terres privées,38176,e,38176,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Provincial land,Terres provinciales,60016,e,60016,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Private land,Terres privées,309215,e,309215,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Private land,Terres privées,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,7564,e,7564,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,48933,e,48933,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,5045,e,5045,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,34204,e,34204,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,0,e,0,e
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Provincial land,Terres provinciales,5220,a,5220,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Private land,Terres privées,47228,a,47228,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Provincial land,Terres provinciales,3654181,a,3654181,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Private land,Terres privées,6120287,a,6120287,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Private land,Terres privées,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,112530,a,112530,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,1147000,a,1147000,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privées,848000,a,848000,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Provincial land,Terres provinciales,19055000,a,19055000,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Private land,Terres privées,13844123,a,13844123,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privées,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2015,2015,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,35265000,r,35265000,r
2015,2015,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privées,0,r,0,r
2015,2015,ON,Ontario,Ontario,Spruce,Épinette,Provincial land,Terres provinciales,37638000,r,37638000,r
2015,2015,ON,Ontario,Ontario,Spruce,Épinette,Private land,Terres privées,0,r,0,r
2015,2015,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,r,0,r
2015,2015,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privées,0,r,0,r
2015,2015,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,r,0,r
2015,2015,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,r,0,r
2015,2015,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,r,0,r
2015,2015,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,r,0,r
2015,2015,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,2000,r,2000,r
2015,2015,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,r,0,r
2015,2015,ON,Ontario,Ontario,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
2015,2015,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
2015,2015,QC,Quebec,Québec,Pine,Pin,Provincial land,Terres provinciales,24477743,e,24477743,e
2015,2015,QC,Quebec,Québec,Pine,Pin,Private land,Terres privées,2148080,e,2148080,e
2015,2015,QC,Quebec,Québec,Spruce,Épinette,Provincial land,Terres provinciales,88358705,e,88358705,e
2015,2015,QC,Quebec,Québec,Spruce,Épinette,Private land,Terres privées,7518280,e,7518280,e
2015,2015,QC,Quebec,Québec,Fir,Sapin,Provincial land,Terres provinciales,811203,e,811203,e
2015,2015,QC,Quebec,Québec,Fir,Sapin,Private land,Terres privées,,u,,u
2015,2015,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
2015,2015,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2015,2015,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,1036926,e,1036926,e
2015,2015,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,97640,e,97640,e
2015,2015,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,630599,e,630599,e
2015,2015,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,170000,e,170000,e
2015,2015,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2015,2015,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Pine,Pin,Provincial land,Terres provinciales,1048603,r,1048603,r
2015,2015,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Provincial land,Terres provinciales,6417444,r,6417444,r
2015,2015,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,109824,r,109824,r
2015,2015,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2015,2015,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,1532400,e,1532400,e
2015,2015,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privées,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Spruce,Épinette,Provincial land,Terres provinciales,5408721,e,5408721,e
2015,2015,MB,Manitoba,Manitoba,Spruce,Épinette,Private land,Terres privées,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privées,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,0,e,0,e
2015,2015,AB,Alberta,Alberta,Pine,Pin,Provincial land,Terres provinciales,46631626,a,46631626,a
2015,2015,AB,Alberta,Alberta,Pine,Pin,Private land,Terres privées,,u,,u
2015,2015,AB,Alberta,Alberta,Spruce,Épinette,Provincial land,Terres provinciales,45343359,a,45343359,a
2015,2015,AB,Alberta,Alberta,Spruce,Épinette,Private land,Terres privées,,u,,u
2015,2015,AB,Alberta,Alberta,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,AB,Alberta,Alberta,Fir,Sapin,Private land,Terres privées,,u,,u
2015,2015,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2015,2015,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
2015,2015,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,171490,a,171490,a
2015,2015,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
2015,2015,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,AB,Alberta,Alberta,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2015,2015,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,104807279,r,104807279,r
2015,2015,BC,British Columbia,Colombie-Britannique,Pine,Pin,Private land,Terres privées,8037,r,8037,r
2015,2015,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Provincial land,Terres provinciales,95943800,r,95943800,r
2015,2015,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Private land,Terres privées,0,r,0,r
2015,2015,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,2964453,r,2964453,r
2015,2015,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Private land,Terres privées,1620,r,1620,r
2015,2015,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,22932976,r,22932976,r
2015,2015,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Private land,Terres privées,36193,r,36193,r
2015,2015,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,19091838,r,19091838,r
2015,2015,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,3512,r,3512,r
2015,2015,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,548637,r,548637,r
2015,2015,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,r,0,r
2015,2015,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
2015,2015,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
2015,2015,YK,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YK,Yukon,Yukon,Pine,Pin,Private land,Terres privées,0,a,0,a
2015,2015,YK,Yukon,Yukon,Spruce,Épinette,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YK,Yukon,Yukon,Spruce,Épinette,Private land,Terres privées,0,a,0,a
2015,2015,YK,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YK,Yukon,Yukon,Fir,Sapin,Private land,Terres privées,0,a,0,a
2015,2015,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2015,2015,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
2015,2015,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,12240,a,12240,a
2015,2015,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2015,2015,YK,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YK,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privées,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Private land,Terres privées,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privées,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Federal land,Terres fédérales,12000,a,12000,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Federal land,Terres fédérales,14000,a,14000,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,8000,a,8000,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Pine,Pin,Federal land,Terres fédérales,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Federal land,Terres fédérales,,u,,u
